web-scraper-order,web-scraper-start-url,code,url,url-href,period,type,credits,year
"1739305288-2169","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605133","APRENENTATGE I ENSENYAMENT DE LA GEOGRAFIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/114606/guia_docent_docnet","Anual","Obligatòria","4.0","Primer curs"
"1739305288-2170","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605134","APRENENTATGE I ENSENYAMENT DE LA HISTÒRIA I LA HISTÒRIA DE L'ART","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/116307/guia_docent_docnet","Anual","Obligatòria","6.0","Primer curs"
"1739305288-2171","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605120","APRENENTATGE I ENSENYAMENT DE LA TECNOLOGIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/113746/guia_docent_docnet","Anual","Obligatòria","10.0","Primer curs"
"1739305288-2172","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605142","APRENENTATGE I ENSENYAMENT DE LES LLENGÜES I LITERATURA CATALANA I ESPANYOLA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/116247/guia_docent_docnet","Anual","Obligatòria","10.0","Primer curs"
"1739305288-2173","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605159","APRENENTATGE I ENSENYAMENT DE LES LLENGÜES I LITERATURA CATALANA I ESPANYOLA (2a especialitat)","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/117902/guia_docent_docnet","Anual","Obligatòria","10.0","Primer curs"
"1739305288-2174","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605139","APRENENTATGE I ENSENYAMENT DE LLENGÜES ESTRANGERES","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/114607/guia_docent_docnet","Anual","Obligatòria","10.0","Primer curs"
"1739305288-2175","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605112","AVALUACIÓ I DIFICULTATS D'APRENENTATGE","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/112592/guia_docent_docnet","Anual","Obligatòria","4.0","Primer curs"
"1739305288-2176","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605160","AVALUACIÓ I DIFICULTATS D'APRENENTATGE","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/117901/guia_docent_docnet","Anual","Obligatòria","4.0","Primer curs"
"1739305288-2177","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605157","COMPLEMENTS DE FORMACIÓ DISCIPLINÀRIA EN ADMINISTRACIÓ","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/112701/guia_docent_docnet","Anual","Obligatòria","6.0","Primer curs"
"1739305288-2178","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605115","COMPLEMENTS DE FORMACIÓ DISCIPLINÀRIA EN BIOLOGIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/114164/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2179","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605128","COMPLEMENTS DE FORMACIÓ DISCIPLINÀRIA EN ECONOMIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/116246/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2180","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605129","COMPLEMENTS DE FORMACIÓ DISCIPLINÀRIA EN ECONOMIA DE L'EMPRESA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/113343/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2181","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605109","COMPLEMENTS DE FORMACIÓ DISCIPLINÀRIA EN FÍSICA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/112706/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2182","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605116","COMPLEMENTS DE FORMACIÓ DISCIPLINÀRIA EN GEOLOGIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/116244/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2183","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605140","COMPLEMENTS DE FORMACIÓ DISCIPLINÀRIA EN LLENGUA I LITERATURA CATALANA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/115432/guia_docent_docnet","Anual","Obligatòria","6.0","Primer curs"
"1739305288-2184","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605141","COMPLEMENTS DE FORMACIÓ DISCIPLINÀRIA EN LLENGUA I LITERATURA ESPANYOLA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/116661/guia_docent_docnet","Anual","Obligatòria","6.0","Primer curs"
"1739305288-2185","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605110","COMPLEMENTS DE FORMACIÓ DISCIPLINÀRIA EN QUÍMICA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/112703/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2186","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605127","CURRÍCULUM PER LA SECUNDÀRIA D'ECONOMIA: VALOR CULTURAL I FORMATIU","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/113747/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2187","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605131","EL CURRÍCULUM EN CIÈNCIES SOCIALS A L'ESO I AL BATXILLERAT: COMPLEMENTS DE FORMACIÓ D'HISTÒRIA I HIS","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/112593/guia_docent_docnet","Anual","Obligatòria","6.0","Primer curs"
"1739305288-2188","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605132","EL CURRÍCULUM EN CIÈNCIES SOCIALS A L'ESO I AL BATXILLERAT: COMPLEMENTS DE FORMACIÓ DE GEOGRAFIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/114162/guia_docent_docnet","Anual","Obligatòria","6.0","Primer curs"
"1739305288-2189","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605113","INNOVACIÓ DOCENT I INICIACIÓ A LA RECERCA EDUCATIVA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/114161/guia_docent_docnet","Anual","Obligatòria","5.0","Primer curs"
"1739305288-2190","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605114","LA BIOLOGIA I LA GEOLOGIA A SECUNDÀRIA I EL SEU CONTEXT","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/114160/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2191","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605137","LA CULTURA I LA LITERATURA A CLASSE DE LLENGUA ESTRANGERA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/115477/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2192","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605119","LA DOCÈNCIA DE TECNOLOGIA EN EL CONTEXT SOCIAL","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/114163/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2193","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605108","LA FÍSICA I LA QUÍMICA A SECUNDÀRIA I EL SEU CONTEXT","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/114159/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2194","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605118","LA TECNOLOGIA EN SECUNDÀRIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/115431/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2195","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605103","ORIENTACIÓ PROFESSIONAL I CIUTADANIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/113745/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2196","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605102","PROCESSOS I CONTEXTOS EDUCATIUS","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/112591/guia_docent_docnet","Anual","Obligatòria","4.0","Primer curs"
"1739305288-2197","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605401","PRÀCTIQUES EXTERNES","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/112704/guia_docent_docnet","Anual","Prac Externes","14.0","Primer curs"
"1739305288-2198","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605402","PRÀCTIQUES EXTERNES (2a especialitat)","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/117904/guia_docent_docnet","Anual","Prac Externes","14.0","Primer curs"
"1739305288-2199","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605104","SOCIETAT, FAMÍLIA I EDUCACIÓ","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/114608/guia_docent_docnet","Anual","Obligatòria","4.0","Primer curs"
"1739305288-2200","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605107","TREBALL DE FI DE MÀSTER","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/116245/guia_docent_docnet","Anual","TFM","6.0","Primer curs"
"1739305288-2201","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605302","TREBALL DE FI DE MÀSTER (2a especialitat)","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/117903/guia_docent_docnet","Anual","TFM","6.0","Primer curs"
"1739305294-2202","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914003","APRENENTATGE I DESENVOLUPAMENT DE LA PERSONALITAT","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/113414/guia_docent_docnet","Anual","F Bàsica","18.0","Primer curs"
"1739305294-2203","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914112","ENSENYAMENT I APRENENTATGE DE L'EDUCACIÓ FÍSICA I","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/112605/guia_docent_docnet","Anual","Obligatòria","9.0","Primer curs"
"1739305294-2204","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914111","ENSENYAMENT I APRENENTATGE DE L'EDUCACIÓ MUSICAL, VISUAL I PLÀSTICA I","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/114703/guia_docent_docnet","Anual","Obligatòria","12.0","Primer curs"
"1739305294-2205","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914004","HABILITATS COMUNICATIVES","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/113800/guia_docent_docnet","Anual","F Bàsica","12.0","Primer curs"
"1739305294-2206","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914002","PROCESSOS I CONTEXTOS EDUCATIUS","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/115900/guia_docent_docnet","Anual","F Bàsica","18.0","Primer curs"
"1739305294-2207","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914001","SOCIETAT, FAMÍLIA I EDUCACIÓ","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/112604/guia_docent_docnet","Anual","F Bàsica","12.0","Primer curs"
"1739305294-2208","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914201","CONEIXEMENT I ÚS DE LA LLENGUA ESTRANGERA I","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/114702/guia_docent_docnet","Anual","Optativa","3.0","Segon curs"
"1739305294-2209","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914009","DIFICULTATS D'APRENENTATGE I TRASTORNS DEL DESENVOLUPAMENT","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/116364/guia_docent_docnet","Anual","F Bàsica","6.0","Segon curs"
"1739305294-2210","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914101","ENSENYAMENT I APRENENTATGE DE LA MÚSICA, L'EXPRESSIÓ PLÀSTICA I L'EXPRESSIÓ CORPORAL I","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/115554/guia_docent_docnet","Anual","Obligatòria","6.0","Segon curs"
"1739305294-2211","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914110","ENSENYAMENT I APRENENTATGE DE LES CIÈNCIES EXPERIMENTALS I","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/113798/guia_docent_docnet","Anual","Obligatòria","12.0","Segon curs"
"1739305294-2212","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914103","ENSENYAMENT I APRENENTATGE DE LES CIÈNCIES EXPERIMENTALS, CIÈNCIES SOCIALS I LES MATEMÀTIQUES I","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/113413/guia_docent_docnet","Anual","Obligatòria","6.0","Segon curs"
"1739305294-2213","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914102","ENSENYAMENT I APRENENTATGE DE LLENGÜES I LECTO-ESCRIPTURA I","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/115557/guia_docent_docnet","Anual","Obligatòria","6.0","Segon curs"
"1739305294-2214","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914005","ESCOLA INCLUSIVA I ATENCIÓ PRIMERENCA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/115893/guia_docent_docnet","Anual","F Bàsica","6.0","Segon curs"
"1739305294-2215","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914007","INFÀNCIA, SALUT I ALIMENTACIÓ","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/112603/guia_docent_docnet","Anual","F Bàsica","12.0","Segon curs"
"1739305294-2216","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914008","L'ESCOLA D'EDUCACIÓ INFANTIL","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/115113/guia_docent_docnet","Anual","F Bàsica","6.0","Segon curs"
"1739305294-2217","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914006","ORGANITZACIÓ DE L'ESPAI ESCOLAR, MATERIALS I HABILITATS DOCENTS","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/114700/guia_docent_docnet","Anual","F Bàsica","12.0","Segon curs"
"1739305294-2218","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914202","CONEIXEMENT I ÚS DE LA LLENGUA ESTRANGERA II","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/115896/guia_docent_docnet","Anual","Optativa","6.0","Tercer curs"
"1739305294-2219","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914114","ENSENYAMENT I APRENENTATGE DE L'EDUCACIÓ FÍSICA II","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/113412/guia_docent_docnet","Anual","Obligatòria","6.0","Tercer curs"
"1739305294-2220","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914106","ENSENYAMENT I APRENENTATGE DE LES CIÈNCIES EXPERIMENTALS, CIÈNCIES SOCIALS I LES MATEMÀTIQUES II","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/115556/guia_docent_docnet","Anual","Obligatòria","6.0","Tercer curs"
"1739305294-2221","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/gestionar","11914109","ENSENYAMENT I APRENENTATGE DE LES LLENGÜES II","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3492/assignatures/115894/guia_docent_docnet","Anual","Obligatòria","12.0","Tercer curs"
